,country,year,life_expectancy
46278,Zambia,1859,32.6
46279,Zimbabwe,1859,33.7
46801,Afghanistan,1860,27.6
46804,Albania,1860,35.4
46805,Algeria,1860,28.82
46808,Angola,1860,26.98
46810,Antigua and Barbuda,1860,33.54
46811,Argentina,1860,33.2
46812,Armenia,1860,34.0
46813,Aruba,1860,34.42
46814,Australia,1860,34.05
46815,Austria,1860,34.4
46816,Azerbaijan,1860,29.17
46817,Bahamas,1860,35.18
46818,Bahrain,1860,30.3
46819,Bangladesh,1860,25.5
46820,Barbados,1860,32.12
46821,Belarus,1860,36.2
46822,Belgium,1860,45.12
46823,Belize,1860,26.5
46824,Benin,1860,31.0
46826,Bhutan,1860,28.8
46827,Bolivia,1860,33.0
46828,Bosnia and Herzegovina,1860,35.1
46829,Botswana,1860,33.6
46830,Brazil,1860,31.99
46832,Brunei,1860,29.2
46833,Bulgaria,1860,38.44
46834,Burkina Faso,1860,29.2
46835,Burundi,1860,31.5
46836,Cambodia,1860,35.0
46837,Cameroon,1860,28.75
46838,Canada,1860,41.54
46839,Cape Verde,1860,33.8
46841,Central African Republic,1860,30.0
46842,Chad,1860,30.9
46844,Chile,1860,32.0
46845,China,1860,28.85
46848,Colombia,1860,32.0
46849,Comoros,1860,32.1
46850,"Congo, Dem. Rep.",1860,31.6
46851,"Congo, Rep.",1860,32.7
46853,Costa Rica,1860,30.21
46854,Cote d'Ivoire,1860,31.16
46855,Croatia,1860,36.1
46856,Cuba,1860,36.24
46857,Cyprus,1860,38.51
46858,Czech Republic,1860,34.95
46860,Denmark,1860,45.11
46861,Djibouti,1860,29.9
46863,Dominican Republic,1860,29.9
46865,Ecuador,1860,32.9
46866,Egypt,1860,33.0
46867,El Salvador,1860,28.7
46868,Equatorial Guinea,1860,29.8
46869,Eritrea,1860,30.2
46871,Estonia,1860,39.0
46872,Ethiopia,1860,29.7
46875,Fiji,1860,26.1
46876,Finland,1860,38.15
46877,France,1860,43.33
46878,French Guiana,1860,30.5
46879,French Polynesia,1860,25.6
46880,Gabon,1860,30.6
46881,Gambia,1860,28.8
46882,Georgia,1860,31.87
46883,Germany,1860,38.37
46884,Ghana,1860,28.0
46886,Greece,1860,36.6
46887,Greenland,1860,33.87
46888,Grenada,1860,37.3
46889,Guadeloupe,1860,27.66
46890,Guam,1860,27.5
46891,Guatemala,1860,25.81
46893,Guinea,1860,30.12
46894,Guinea-Bissau,1860,32.0
46895,Guyana,1860,31.12
46896,Haiti,1860,29.0
46898,Honduras,1860,33.9
46899,"Hong Kong, China",1860,34.9
46900,Hungary,1860,36.0
46901,Iceland,1860,19.76
46902,India,1860,23.0
46903,Indonesia,1860,30.0
46904,Iran,1860,25.6
46905,Iraq,1860,31.2
46906,Ireland,1860,38.56
46908,Israel,1860,32.0
46909,Italy,1860,29.69
46910,Jamaica,1860,34.2
46911,Japan,1860,36.42
46913,Jordan,1860,31.7
46914,Kazakhstan,1860,26.2
46915,Kenya,1860,25.5
46916,Kiribati,1860,24.9
46918,Kuwait,1860,26.0
46919,Kyrgyz Republic,1860,23.94
46920,Lao,1860,31.9
46921,Latvia,1860,33.0
46922,Lebanon,1860,29.7
46923,Lesotho,1860,32.8
46924,Liberia,1860,31.1
46925,Libya,1860,33.1
46927,Lithuania,1860,28.9
46928,Luxembourg,1860,36.9
46929,"Macao, China",1860,34.7
46930,"Macedonia, FYR",1860,36.1
46931,Madagascar,1860,30.5
46932,Malawi,1860,30.3
46933,Malaysia,1860,30.6
46934,Maldives,1860,32.65
46935,Mali,1860,26.41
46936,Malta,1860,28.7
46938,Martinique,1860,30.15
46939,Mauritania,1860,32.0
46940,Mauritius,1860,30.96
46941,Mayotte,1860,32.5
46942,Mexico,1860,26.9
46943,"Micronesia, Fed. Sts.",1860,26.7
46944,Moldova,1860,33.15
46946,Mongolia,1860,31.8
46947,Montenegro,1860,35.4
46949,Morocco,1860,33.1
46950,Mozambique,1860,30.28
46951,Myanmar,1860,30.8
46952,Namibia,1860,32.4
46954,Nepal,1860,32.8
46955,Netherlands,1860,36.91
46956,Netherlands Antilles,1860,34.41
46957,New Caledonia,1860,26.0
46958,New Zealand,1860,34.05
46960,Nicaragua,1860,25.4
46961,Niger,1860,30.8
46962,Nigeria,1860,30.4
46965,North Korea,1860,26.0
46969,Norway,1860,50.0
46970,Oman,1860,32.3
46971,Pakistan,1860,25.8
46973,Panama,1860,32.9
46974,Papua New Guinea,1860,31.5
46975,Paraguay,1860,35.5
46976,Peru,1860,35.7
46977,Philippines,1860,30.9
46979,Poland,1860,35.9
46980,Portugal,1860,35.6
46981,Puerto Rico,1860,30.43
46982,Qatar,1860,30.8
46983,Reunion,1860,33.0
46984,Romania,1860,35.7
46985,Russia,1860,29.57
46986,Rwanda,1860,31.8
46987,Samoa,1860,25.4
46989,Sao Tome and Principe,1860,31.0
46990,Saudi Arabia,1860,32.1
46991,Senegal,1860,25.2
46992,Serbia,1860,35.5
46995,Seychelles,1860,37.0
46996,Sierra Leone,1860,25.1
46997,Singapore,1860,34.0
46998,Slovak Republic,1860,36.4
46999,Slovenia,1860,36.6
47000,Solomon Islands,1860,25.1
47001,Somalia,1860,29.4
47003,South Africa,1860,33.5
47004,South Korea,1860,25.8
47006,South Sudan,1860,26.67
47008,Spain,1860,29.5
47009,Sri Lanka,1860,32.6
47014,St. Lucia,1860,28.01
47016,St. Vincent and the Grenadines,1860,25.99
47017,Sudan,1860,31.4
47018,Suriname,1860,32.9
47020,Swaziland,1860,32.3
47021,Sweden,1860,48.47
47022,Switzerland,1860,38.0
47023,Syria,1860,31.1
47024,Taiwan,1860,28.3
47025,Tajikistan,1860,24.24
47026,Tanzania,1860,32.2
47027,Thailand,1860,30.4
47028,Timor-Leste,1860,28.95
47029,Togo,1860,31.3
47031,Tonga,1860,28.2
47033,Trinidad and Tobago,1860,38.8
47034,Tunisia,1860,28.8
47035,Turkey,1860,35.0
47036,Turkmenistan,1860,24.0
47039,Uganda,1860,25.3
47040,Ukraine,1860,36.6
47041,United Arab Emirates,1860,30.7
47042,United Kingdom,1860,43.01
47044,United States,1860,39.41
47045,Uruguay,1860,32.9
47047,Uzbekistan,1860,26.93
47048,Vanuatu,1860,24.3
47049,Venezuela,1860,32.2
47050,Vietnam,1860,32.0
47051,Virgin Islands (U.S.),1860,33.4
47053,West Bank and Gaza,1860,32.1
47055,Western Sahara,1860,34.75
47056,Yemen,1860,23.39
47058,Zambia,1860,32.6
47059,Zimbabwe,1860,33.7
47581,Afghanistan,1861,27.59
47584,Albania,1861,35.4
47585,Algeria,1861,28.82
47588,Angola,1861,26.98
47590,Antigua and Barbuda,1861,33.54
47591,Argentina,1861,33.2
47592,Armenia,1861,34.0
47593,Aruba,1861,34.42
47594,Australia,1861,34.05
47595,Austria,1861,34.4
47596,Azerbaijan,1861,29.17
47597,Bahamas,1861,35.18
47598,Bahrain,1861,30.3
47599,Bangladesh,1861,25.5
47600,Barbados,1861,32.12
47601,Belarus,1861,36.2
47602,Belgium,1861,41.27
47603,Belize,1861,26.5
47604,Benin,1861,31.0
47606,Bhutan,1861,28.8
47607,Bolivia,1861,33.0
47608,Bosnia and Herzegovina,1861,35.1
47609,Botswana,1861,33.6
47610,Brazil,1861,31.99
47612,Brunei,1861,29.2
47613,Bulgaria,1861,38.48
47614,Burkina Faso,1861,29.2
47615,Burundi,1861,31.5
47616,Cambodia,1861,35.0
47617,Cameroon,1861,28.75
47618,Canada,1861,41.6
47619,Cape Verde,1861,33.8
47621,Central African Republic,1861,30.0
47622,Chad,1861,30.9
47624,Chile,1861,32.0
47625,China,1861,29.56
47628,Colombia,1861,32.0
47629,Comoros,1861,32.1
47630,"Congo, Dem. Rep.",1861,31.6
47631,"Congo, Rep.",1861,32.7
47633,Costa Rica,1861,30.21
47634,Cote d'Ivoire,1861,31.16
47635,Croatia,1861,36.1
47636,Cuba,1861,35.88
47637,Cyprus,1861,38.51
47638,Czech Republic,1861,34.95
47640,Denmark,1861,47.65
47641,Djibouti,1861,29.9
47643,Dominican Republic,1861,29.9
47645,Ecuador,1861,32.9
47646,Egypt,1861,33.0
47647,El Salvador,1861,28.7
47648,Equatorial Guinea,1861,29.8
47649,Eritrea,1861,30.2
47651,Estonia,1861,37.39
47652,Ethiopia,1861,29.7
47655,Fiji,1861,26.1
47656,Finland,1861,38.02
47657,France,1861,40.45
47658,French Guiana,1861,30.5
47659,French Polynesia,1861,25.6
47660,Gabon,1861,30.6
47661,Gambia,1861,28.8
47662,Georgia,1861,31.87
47663,Germany,1861,38.37
47664,Ghana,1861,28.0
47666,Greece,1861,36.6
47667,Greenland,1861,33.87
47668,Grenada,1861,37.3
47669,Guadeloupe,1861,27.66
47670,Guam,1861,27.5
47671,Guatemala,1861,25.81
47673,Guinea,1861,30.13
47674,Guinea-Bissau,1861,32.0
47675,Guyana,1861,31.12
47676,Haiti,1861,29.0
47678,Honduras,1861,33.9
47679,"Hong Kong, China",1861,34.9
47680,Hungary,1861,36.0
47681,Iceland,1861,27.09
47682,India,1861,22.0
47683,Indonesia,1861,30.0
47684,Iran,1861,25.6
47685,Iraq,1861,31.2
47686,Ireland,1861,38.83
47688,Israel,1861,32.0
47689,Italy,1861,29.69
47690,Jamaica,1861,34.2
47691,Japan,1861,36.42
47693,Jordan,1861,31.7
47694,Kazakhstan,1861,26.2
47695,Kenya,1861,25.5
47696,Kiribati,1861,24.9
47698,Kuwait,1861,26.0
47699,Kyrgyz Republic,1861,23.94
47700,Lao,1861,31.9
47701,Latvia,1861,33.33
47702,Lebanon,1861,29.7
47703,Lesotho,1861,32.8
47704,Liberia,1861,31.1
47705,Libya,1861,33.1
47707,Lithuania,1861,28.9
47708,Luxembourg,1861,36.9
47709,"Macao, China",1861,34.7
47710,"Macedonia, FYR",1861,36.1
47711,Madagascar,1861,30.5
47712,Malawi,1861,30.3
47713,Malaysia,1861,30.6
47714,Maldives,1861,32.65
47715,Mali,1861,26.41
47716,Malta,1861,28.7
47718,Martinique,1861,30.15
47719,Mauritania,1861,32.0
47720,Mauritius,1861,31.24
47721,Mayotte,1861,32.5
47722,Mexico,1861,26.9
47723,"Micronesia, Fed. Sts.",1861,26.7
47724,Moldova,1861,33.15
47726,Mongolia,1861,31.8
47727,Montenegro,1861,35.4
47729,Morocco,1861,33.1
47730,Mozambique,1861,30.28
47731,Myanmar,1861,30.8
47732,Namibia,1861,32.4
47734,Nepal,1861,32.8
47735,Netherlands,1861,36.44
47736,Netherlands Antilles,1861,34.41
47737,New Caledonia,1861,26.0
47738,New Zealand,1861,34.05
47740,Nicaragua,1861,25.4
47741,Niger,1861,30.8
47742,Nigeria,1861,30.4
47745,North Korea,1861,26.0
47749,Norway,1861,45.81
47750,Oman,1861,32.3
47751,Pakistan,1861,25.8
47753,Panama,1861,32.9
47754,Papua New Guinea,1861,31.5
47755,Paraguay,1861,35.5
47756,Peru,1861,35.7
47757,Philippines,1861,30.9
47759,Poland,1861,35.9
47760,Portugal,1861,35.6
47761,Puerto Rico,1861,30.43
47762,Qatar,1861,30.8
47763,Reunion,1861,33.0
47764,Romania,1861,35.7
47765,Russia,1861,29.57
47766,Rwanda,1861,31.8
47767,Samoa,1861,25.4
47769,Sao Tome and Principe,1861,31.0
47770,Saudi Arabia,1861,32.1
47771,Senegal,1861,25.2
47772,Serbia,1861,35.5
47775,Seychelles,1861,37.0
47776,Sierra Leone,1861,25.1
47777,Singapore,1861,34.0
47778,Slovak Republic,1861,36.4
47779,Slovenia,1861,36.6
47780,Solomon Islands,1861,25.1
47781,Somalia,1861,29.4
47783,South Africa,1861,33.5
47784,South Korea,1861,25.8
47786,South Sudan,1861,26.67
47788,Spain,1861,29.5
47789,Sri Lanka,1861,32.6
47794,St. Lucia,1861,28.01
47796,St. Vincent and the Grenadines,1861,25.99
47797,Sudan,1861,31.4
47798,Suriname,1861,32.9
47800,Swaziland,1861,32.3
47801,Sweden,1861,47.12
47802,Switzerland,1861,38.0
47803,Syria,1861,31.1
47804,Taiwan,1861,28.3
47805,Tajikistan,1861,24.24
47806,Tanzania,1861,32.2
47807,Thailand,1861,30.4
47808,Timor-Leste,1861,28.95
47809,Togo,1861,31.3
47811,Tonga,1861,28.2
47813,Trinidad and Tobago,1861,38.8
47814,Tunisia,1861,28.8
47815,Turkey,1861,35.0
47816,Turkmenistan,1861,24.0
47819,Uganda,1861,25.3
47820,Ukraine,1861,36.6
47821,United Arab Emirates,1861,30.7
47822,United Kingdom,1861,42.38
47824,United States,1861,38.0
47825,Uruguay,1861,32.9
47827,Uzbekistan,1861,26.93
47828,Vanuatu,1861,24.3
47829,Venezuela,1861,32.2
47830,Vietnam,1861,32.0
47831,Virgin Islands (U.S.),1861,33.4
47833,West Bank and Gaza,1861,32.1
47835,Western Sahara,1861,34.75
47836,Yemen,1861,23.39
47838,Zambia,1861,32.6
47839,Zimbabwe,1861,33.7
48361,Afghanistan,1862,27.58
48364,Albania,1862,35.4
48365,Algeria,1862,28.82
48368,Angola,1862,26.98
48370,Antigua and Barbuda,1862,33.54
48371,Argentina,1862,33.2
48372,Armenia,1862,34.0
48373,Aruba,1862,34.42
48374,Australia,1862,34.05
48375,Austria,1862,34.4
48376,Azerbaijan,1862,29.17
48377,Bahamas,1862,35.18
48378,Bahrain,1862,30.3
48379,Bangladesh,1862,25.5
48380,Barbados,1862,32.12
48381,Belarus,1862,36.2
48382,Belgium,1862,43.12
48383,Belize,1862,26.5
48384,Benin,1862,31.0
48386,Bhutan,1862,28.8
48387,Bolivia,1862,33.0
48388,Bosnia and Herzegovina,1862,35.1
48389,Botswana,1862,33.6
48390,Brazil,1862,31.99
48392,Brunei,1862,29.2
48393,Bulgaria,1862,38.53
48394,Burkina Faso,1862,29.2
48395,Burundi,1862,31.5
48396,Cambodia,1862,35.0
48397,Cameroon,1862,28.75
48398,Canada,1862,41.69
48399,Cape Verde,1862,33.8
48401,Central African Republic,1862,30.0
48402,Chad,1862,30.9
48404,Chile,1862,32.0
48405,China,1862,30.28
48408,Colombia,1862,32.0
48409,Comoros,1862,32.1
48410,"Congo, Dem. Rep.",1862,31.6
48411,"Congo, Rep.",1862,32.7
48413,Costa Rica,1862,30.21
48414,Cote d'Ivoire,1862,31.16
48415,Croatia,1862,36.1
48416,Cuba,1862,35.52
48417,Cyprus,1862,38.51
48418,Czech Republic,1862,34.95
48420,Denmark,1862,47.62
48421,Djibouti,1862,29.9
48423,Dominican Republic,1862,29.9
48425,Ecuador,1862,32.9
48426,Egypt,1862,33.0
48427,El Salvador,1862,28.7
48428,Equatorial Guinea,1862,29.8
48429,Eritrea,1862,30.2
48431,Estonia,1862,35.79
48432,Ethiopia,1862,29.7
48435,Fiji,1862,26.1
48436,Finland,1862,34.13
48437,France,1862,42.7
48438,French Guiana,1862,30.5
48439,French Polynesia,1862,25.6
48440,Gabon,1862,30.6
48441,Gambia,1862,28.8
48442,Georgia,1862,31.87
48443,Germany,1862,38.37
48444,Ghana,1862,28.0
48446,Greece,1862,36.6
48447,Greenland,1862,33.87
48448,Grenada,1862,37.3
48449,Guadeloupe,1862,27.66
48450,Guam,1862,27.5
48451,Guatemala,1862,25.81
48453,Guinea,1862,30.14
48454,Guinea-Bissau,1862,32.0
48455,Guyana,1862,31.12
48456,Haiti,1862,29.0
48458,Honduras,1862,33.9
48459,"Hong Kong, China",1862,34.9
48460,Hungary,1862,36.0
48461,Iceland,1862,26.96
48462,India,1862,25.44
48463,Indonesia,1862,30.0
48464,Iran,1862,25.6
48465,Iraq,1862,31.2
48466,Ireland,1862,39.09
48468,Israel,1862,32.0
48469,Italy,1862,29.69
48470,Jamaica,1862,34.2
48471,Japan,1862,36.42
48473,Jordan,1862,31.7
48474,Kazakhstan,1862,26.2
48475,Kenya,1862,25.5
48476,Kiribati,1862,24.9
48478,Kuwait,1862,26.0
48479,Kyrgyz Republic,1862,23.94
48480,Lao,1862,31.9
48481,Latvia,1862,33.66
48482,Lebanon,1862,29.7
48483,Lesotho,1862,32.8
48484,Liberia,1862,31.1
48485,Libya,1862,33.1
48487,Lithuania,1862,28.9
48488,Luxembourg,1862,36.9
48489,"Macao, China",1862,34.7
48490,"Macedonia, FYR",1862,36.1
48491,Madagascar,1862,30.5
48492,Malawi,1862,30.3
48493,Malaysia,1862,30.6
48494,Maldives,1862,32.65
48495,Mali,1862,26.41
48496,Malta,1862,28.7
48498,Martinique,1862,30.15
48499,Mauritania,1862,32.0
48500,Mauritius,1862,22.66
48501,Mayotte,1862,32.5
48502,Mexico,1862,26.9
48503,"Micronesia, Fed. Sts.",1862,26.7
48504,Moldova,1862,33.15
48506,Mongolia,1862,31.8
48507,Montenegro,1862,35.4
48509,Morocco,1862,33.1
48510,Mozambique,1862,30.28
48511,Myanmar,1862,30.8
48512,Namibia,1862,32.4
48514,Nepal,1862,32.8
48515,Netherlands,1862,38.28
48516,Netherlands Antilles,1862,34.41
48517,New Caledonia,1862,26.0
48518,New Zealand,1862,34.05
48520,Nicaragua,1862,25.4
48521,Niger,1862,30.8
48522,Nigeria,1862,30.4
48525,North Korea,1862,26.0
48529,Norway,1862,44.7
48530,Oman,1862,32.3
48531,Pakistan,1862,25.8
48533,Panama,1862,32.9
48534,Papua New Guinea,1862,31.5
48535,Paraguay,1862,35.5
48536,Peru,1862,35.7
48537,Philippines,1862,30.9
48539,Poland,1862,35.9
48540,Portugal,1862,35.6
48541,Puerto Rico,1862,30.43
48542,Qatar,1862,30.8
48543,Reunion,1862,33.0
48544,Romania,1862,35.7
48545,Russia,1862,29.57
48546,Rwanda,1862,31.8
48547,Samoa,1862,25.4
48549,Sao Tome and Principe,1862,31.0
48550,Saudi Arabia,1862,32.1
48551,Senegal,1862,25.2
48552,Serbia,1862,35.5
48555,Seychelles,1862,37.0
48556,Sierra Leone,1862,25.1
48557,Singapore,1862,34.0
48558,Slovak Republic,1862,36.4
48559,Slovenia,1862,36.6
48560,Solomon Islands,1862,25.1
48561,Somalia,1862,29.4
48563,South Africa,1862,33.5
48564,South Korea,1862,25.8
48566,South Sudan,1862,26.67
48568,Spain,1862,29.5
48569,Sri Lanka,1862,32.6
48574,St. Lucia,1862,28.01
48576,St. Vincent and the Grenadines,1862,25.99
48577,Sudan,1862,31.4
48578,Suriname,1862,32.9
48580,Swaziland,1862,32.3
48581,Sweden,1862,42.55
48582,Switzerland,1862,38.0
48583,Syria,1862,31.1
48584,Taiwan,1862,28.3
48585,Tajikistan,1862,24.24
48586,Tanzania,1862,32.2
48587,Thailand,1862,30.4
48588,Timor-Leste,1862,28.95
48589,Togo,1862,31.3
48591,Tonga,1862,28.2
48593,Trinidad and Tobago,1862,38.8
48594,Tunisia,1862,28.8
48595,Turkey,1862,35.0
48596,Turkmenistan,1862,24.0
48599,Uganda,1862,25.3
48600,Ukraine,1862,36.6
48601,United Arab Emirates,1862,30.7
48602,United Kingdom,1862,42.52
48604,United States,1862,34.5
48605,Uruguay,1862,32.9
48607,Uzbekistan,1862,26.93
48608,Vanuatu,1862,24.3
48609,Venezuela,1862,32.2
48610,Vietnam,1862,32.0
48611,Virgin Islands (U.S.),1862,33.4
48613,West Bank and Gaza,1862,32.1
48615,Western Sahara,1862,34.75
48616,Yemen,1862,23.39
48618,Zambia,1862,32.6
48619,Zimbabwe,1862,33.7
49141,Afghanistan,1863,27.57
49144,Albania,1863,35.4
49145,Algeria,1863,28.82
49148,Angola,1863,26.98
49150,Antigua and Barbuda,1863,33.54
49151,Argentina,1863,33.2
49152,Armenia,1863,34.0
49153,Aruba,1863,34.42
49154,Australia,1863,34.05
49155,Austria,1863,34.4
49156,Azerbaijan,1863,29.17
49157,Bahamas,1863,35.18
49158,Bahrain,1863,30.3
49159,Bangladesh,1863,25.5
49160,Barbados,1863,32.12
49161,Belarus,1863,36.2
49162,Belgium,1863,41.33
49163,Belize,1863,26.5
49164,Benin,1863,31.0
49166,Bhutan,1863,28.8
49167,Bolivia,1863,33.0
49168,Bosnia and Herzegovina,1863,35.1
49169,Botswana,1863,33.6
49170,Brazil,1863,31.99
49172,Brunei,1863,29.2
49173,Bulgaria,1863,38.57
49174,Burkina Faso,1863,29.2
49175,Burundi,1863,31.5
49176,Cambodia,1863,35.0
49177,Cameroon,1863,28.75
49178,Canada,1863,41.79
49179,Cape Verde,1863,33.8
49181,Central African Republic,1863,30.0
49182,Chad,1863,30.9
49184,Chile,1863,32.0
49185,China,1863,30.99
49188,Colombia,1863,32.0
49189,Comoros,1863,32.1
49190,"Congo, Dem. Rep.",1863,31.6
49191,"Congo, Rep.",1863,32.7
49193,Costa Rica,1863,30.21
49194,Cote d'Ivoire,1863,31.16
49195,Croatia,1863,36.1
49196,Cuba,1863,35.16
49197,Cyprus,1863,38.51
49198,Czech Republic,1863,34.95
49200,Denmark,1863,47.58
49201,Djibouti,1863,29.9
49203,Dominican Republic,1863,29.9
49205,Ecuador,1863,32.9
49206,Egypt,1863,33.0
49207,El Salvador,1863,28.7
49208,Equatorial Guinea,1863,29.8
49209,Eritrea,1863,30.2
49211,Estonia,1863,34.18
49212,Ethiopia,1863,29.7
49215,Fiji,1863,26.1
49216,Finland,1863,32.38
49217,France,1863,41.73
49218,French Guiana,1863,30.5
49219,French Polynesia,1863,25.6
49220,Gabon,1863,30.6
49221,Gambia,1863,28.8
49222,Georgia,1863,31.87
49223,Germany,1863,38.37
49224,Ghana,1863,28.0
49226,Greece,1863,36.6
49227,Greenland,1863,33.87
49228,Grenada,1863,37.3
49229,Guadeloupe,1863,27.66
49230,Guam,1863,27.5
49231,Guatemala,1863,25.81
49233,Guinea,1863,30.15
49234,Guinea-Bissau,1863,32.0
49235,Guyana,1863,31.12
49236,Haiti,1863,29.0
49238,Honduras,1863,33.9
49239,"Hong Kong, China",1863,34.9
49240,Hungary,1863,36.0
49241,Iceland,1863,35.11
49242,India,1863,25.44
49243,Indonesia,1863,30.0
49244,Iran,1863,25.6
49245,Iraq,1863,31.2
49246,Ireland,1863,39.36
49248,Israel,1863,32.0
49249,Italy,1863,29.69
49250,Jamaica,1863,34.2
49251,Japan,1863,36.43
49253,Jordan,1863,31.7
49254,Kazakhstan,1863,26.2
49255,Kenya,1863,25.5
49256,Kiribati,1863,24.9
49258,Kuwait,1863,26.0
49259,Kyrgyz Republic,1863,23.94
49260,Lao,1863,31.9
49261,Latvia,1863,34.0
49262,Lebanon,1863,29.7
49263,Lesotho,1863,32.8
49264,Liberia,1863,31.1
49265,Libya,1863,33.1
49267,Lithuania,1863,28.9
49268,Luxembourg,1863,36.9
49269,"Macao, China",1863,34.7
49270,"Macedonia, FYR",1863,36.1
49271,Madagascar,1863,30.5
49272,Malawi,1863,30.3
49273,Malaysia,1863,30.6
49274,Maldives,1863,32.65
49275,Mali,1863,26.41
49276,Malta,1863,28.7
49278,Martinique,1863,30.15
49279,Mauritania,1863,32.0
49280,Mauritius,1863,27.53
49281,Mayotte,1863,32.5
49282,Mexico,1863,26.9
49283,"Micronesia, Fed. Sts.",1863,26.7
49284,Moldova,1863,33.15
49286,Mongolia,1863,31.8
49287,Montenegro,1863,35.4
49289,Morocco,1863,33.1
49290,Mozambique,1863,30.28
49291,Myanmar,1863,30.8
49292,Namibia,1863,32.4
49294,Nepal,1863,32.8
49295,Netherlands,1863,38.33
49296,Netherlands Antilles,1863,34.41
49297,New Caledonia,1863,26.0
49298,New Zealand,1863,34.05
49300,Nicaragua,1863,25.4
49301,Niger,1863,30.8
49302,Nigeria,1863,30.4
49305,North Korea,1863,26.0
49309,Norway,1863,46.71
49310,Oman,1863,32.3
49311,Pakistan,1863,25.8
49313,Panama,1863,32.9
49314,Papua New Guinea,1863,31.5
49315,Paraguay,1863,35.5
49316,Peru,1863,35.7
49317,Philippines,1863,30.9
49319,Poland,1863,35.9
49320,Portugal,1863,35.6
49321,Puerto Rico,1863,30.43
49322,Qatar,1863,30.8
49323,Reunion,1863,33.0
49324,Romania,1863,35.7
49325,Russia,1863,29.57
49326,Rwanda,1863,31.8
49327,Samoa,1863,25.4
49329,Sao Tome and Principe,1863,31.0
49330,Saudi Arabia,1863,32.1
49331,Senegal,1863,25.2
49332,Serbia,1863,35.5
49335,Seychelles,1863,37.0
49336,Sierra Leone,1863,25.1
49337,Singapore,1863,34.0
49338,Slovak Republic,1863,36.4
49339,Slovenia,1863,36.6
49340,Solomon Islands,1863,25.1
49341,Somalia,1863,29.4
49343,South Africa,1863,33.5
49344,South Korea,1863,25.8
49346,South Sudan,1863,26.67
49348,Spain,1863,29.5
49349,Sri Lanka,1863,32.6
49354,St. Lucia,1863,28.01
49356,St. Vincent and the Grenadines,1863,25.99
49357,Sudan,1863,31.4
49358,Suriname,1863,32.9
49360,Swaziland,1863,32.3
49361,Sweden,1863,45.38
49362,Switzerland,1863,38.0
49363,Syria,1863,31.1
49364,Taiwan,1863,28.3
49365,Tajikistan,1863,24.24
49366,Tanzania,1863,32.2
49367,Thailand,1863,30.4
49368,Timor-Leste,1863,28.95
49369,Togo,1863,31.3
49371,Tonga,1863,28.2
49373,Trinidad and Tobago,1863,38.8
49374,Tunisia,1863,28.8
49375,Turkey,1863,35.0
49376,Turkmenistan,1863,24.0
49379,Uganda,1863,25.3
49380,Ukraine,1863,36.6
49381,United Arab Emirates,1863,30.7
49382,United Kingdom,1863,40.4
49384,United States,1863,34.0
49385,Uruguay,1863,32.9
49387,Uzbekistan,1863,26.93
49388,Vanuatu,1863,24.3
49389,Venezuela,1863,32.2
49390,Vietnam,1863,32.0
49391,Virgin Islands (U.S.),1863,33.4
49393,West Bank and Gaza,1863,32.1
49395,Western Sahara,1863,34.75
49396,Yemen,1863,23.39
49398,Zambia,1863,32.6
49399,Zimbabwe,1863,33.7
49921,Afghanistan,1864,27.56
49924,Albania,1864,35.4
49925,Algeria,1864,28.82
49928,Angola,1864,26.98
49930,Antigua and Barbuda,1864,33.54
49931,Argentina,1864,33.2
49932,Armenia,1864,33.47
49933,Aruba,1864,34.42
49934,Australia,1864,34.05
49935,Austria,1864,34.4
49936,Azerbaijan,1864,28.64
49937,Bahamas,1864,35.18
49938,Bahrain,1864,30.3
49939,Bangladesh,1864,25.0
49940,Barbados,1864,32.12
49941,Belarus,1864,36.2
49942,Belgium,1864,39.81
49943,Belize,1864,26.5
49944,Benin,1864,31.0
49946,Bhutan,1864,28.8
49947,Bolivia,1864,33.0
49948,Bosnia and Herzegovina,1864,35.1
49949,Botswana,1864,33.6
49950,Brazil,1864,31.99
49952,Brunei,1864,29.2
49953,Bulgaria,1864,38.62
49954,Burkina Faso,1864,29.2
49955,Burundi,1864,31.5
49956,Cambodia,1864,35.0
49957,Cameroon,1864,28.75
49958,Canada,1864,41.88
49959,Cape Verde,1864,33.8
49961,Central African Republic,1864,30.0
49962,Chad,1864,30.9
49964,Chile,1864,32.0
49965,China,1864,31.7
49968,Colombia,1864,32.0
49969,Comoros,1864,32.1
49970,"Congo, Dem. Rep.",1864,31.6
49971,"Congo, Rep.",1864,32.7
49973,Costa Rica,1864,30.21
49974,Cote d'Ivoire,1864,31.16
49975,Croatia,1864,36.1
